"Moška imena po: IME, MERITVE , LETO"
"Stane";482;481;472;463;458;449
"Stanimir";62;61;63;58;60;59
"Stanislav";12146;11804;11505;11215;10966;10644
"Stanislav Anton";9;8;8;8;8;8
"Stanislav Franc";10;10;9;8;7;6
"Stanislav Ivan";6;5;5;5;5;-
"Stanislav Jožef";9;8;8;8;8;8
"Stanislav Peter";5;-;-;-;-;-
"Staniša";37;37;39;35;37;35
"Stanko";3979;3923;3871;3823;3774;3711
"Stanoja";10;10;10;9;9;8
"Stanoje";33;33;35;33;33;32
"Staš";288;310;326;352;378;401
"Staško";13;13;13;12;12;11
"Stašo";16;17;17;17;17;17
"Stavre";-;-;-;5;5;5
"Stefan";197;209;236;246;271;292
"Stefano";12;16;16;16;21;25
"Stefcho";-;-;-;-;5;5
"Stelio";14;14;14;13;13;14
"Stepan";10;9;11;10;11;11
"Steva";-;-;-;-;5;-
"Stevan";171;167;173;163;161;162
"Steven";10;9;10;10;9;10
"Stevica";14;14;15;14;15;17
"Stevo";217;213;214;210;203;205
"Stijepo";5;-;-;-;-;-
"Stipan";32;34;33;32;31;32
"Stipe";25;25;26;25;26;24
"Stipica";5;-;5;-;-;-
"Stipo";134;130;128;127;127;126
"Stiv";6;6;6;6;6;5
"Stiven";24;26;28;28;27;26
"Stjepan";1208;1194;1170;1136;1102;1080
"Stojadin";20;20;23;23;23;21
"Stojan";1596;1581;1579;1555;1528;1505
"Stojanche";-;-;7;7;9;10
"Stojanèe";6;6;5;5;-;-
"Stojanèo";8;7;6;-;5;5
"Stojche";-;-;-;-;6;5
"Stojèe";10;10;8;6;6;7
"Stojèo";7;8;7;-;-;-
"Stojko";24;25;27;27;27;25
"Stole";7;8;8;8;9;10
"Stoyan";6;5;-;8;6;7
"Strahinja";7;7;9;8;8;12
"Suad";233;234;250;248;242;246
"Suat";-;6;5;-;-;-
"Subija";-;5;-;5;5;5
"Sulejman";314;314;317;314;310;305
"Suljo";128;122;135;132;129;127
"Suvad";164;170;181;181;179;185
"Svarun";13;14;14;14;15;15
"Sven";219;240;250;273;292;309
"Sveta";8;8;7;7;7;7
"Svetislav";89;85;90;85;85;82
"Svetko";25;24;23;22;22;23
"Sveto";46;47;47;46;47;46
"Svetolik";5;-;-;-;-;-
"Svetomir";15;16;14;14;13;14
"Svetozar";96;98;93;87;81;79
"Svit";206;273;340;395;449;511
"Svitan";9;8;8;8;9;9
"Svobodan";7;7;6;6;6;6
"Syle";6;-;5;-;6;8
"Sylejman";15;20;24;26;25;23
"Sándor";-;7;7;9;6;7
"Šaban";173;166;173;164;152;151
"Šahbaz";26;27;26;25;24;25
"Šahim";7;6;7;6;6;6
"Šahin";-;-;-;-;-;5
"Šaip";8;5;7;6;5;5
"Šan";-;-;-;-;6;6
"Šandor";16;14;15;12;12;10
"Šani";8;7;8;7;6;-
"Šaæir";26;27;26;24;24;25
"Šefèet";5;5;-;-;-;-
"Šefik";228;231;239;235;230;226
"Šefket";21;16;22;20;16;15
"Šefki";5;5;-;-;-;-
"Šefkija";26;28;27;27;26;26
"Šefko";23;20;20;19;19;20
"Šefæet";-;6;-;-;6;-
"Šehrizad";5;5;9;8;7;7
"Šehzad";-;-;5;-;5;-
"Šekib";6;5;6;6;6;6
"Šemsi";6;6;5;-;-;-
"Šemso";84;77;79;79;78;79
"Šemsudin";78;78;85;84;87;88
"Šeremet";6;5;-;-;-;-
"Šerif";153;154;149;147;141;140
"Šero";6;5;-;5;6;-
"Ševal";32;30;34;34;36;38
"Ševalija";6;6;6;6;6;6
"Ševket";9;7;11;10;11;10
"Ševkija";7;6;7;7;7;7
"Ševko";14;16;15;14;15;14
"Šime";39;38;38;35;36;36
"Šimen";21;22;23;22;22;22
"Šimo";24;23;23;23;22;23
"Šimon";-;-;-;5;-;-
"Šimun";19;20;20;20;19;18
"Škelzen";5;5;-;-;-;-
"Špejtim";11;10;7;8;6;6
"Špend";5;-;5;-;-;-
"Špendi";5;5;5;5;-;5
"Špiro";7;6;6;6;6;6
"Štef";5;5;5;5;5;5
"Štefan";6303;6152;6030;5893;5762;5598
"Štefek";5;5;5;5;5;-
"Štefko";22;22;21;22;19;19
"Štefo";6;6;6;6;6;5
"Šuhret";-;5;-;-;-;-
"Šukri";9;7;6;6;6;6
"Šukrija";22;22;23;24;25;23
"Šuæo";6;6;6;6;6;6
"Tadej";4838;4901;4960;5008;5055;5105
"Tadija";27;24;23;23;23;23
"Tafil";15;14;15;14;14;14
"Tahir";57;58;60;59;59;64
"Tai";138;209;280;353;422;471
"Taib";14;16;18;23;27;28
"Taid";-;5;9;11;12;13
"Taik";5;6;7;8;9;9
"Taip";6;6;6;6;8;8
"Tair";7;7;5;5;6;5
"Taj";139;194;254;322;383;431
"Tajib";15;14;13;13;12;12
"Tal";-;-;-;6;7;8
"Tale";5;-;-;-;-;-
"Tamas";5;-;-;-;-;-
"Tamás";-;-;5;-;7;-
"Tan";12;13;13;13;14;15
"Tanai";-;-;5;6;7;7
"Tanaj";-;6;7;9;10;10
"Tanay";-;-;-;5;6;8
"Tanej";11;12;15;17;19;19
"Tao";-;-;-;-;-;5
"Taras";29;30;40;51;57;63
"Tarik";135;159;197;224;252;289
"Taris";-;-;-;6;6;9
"Tariq";-;-;-;-;5;-
"Tasim";14;13;15;14;15;14
"Taš";-;-;5;6;6;7
"Tatomir";8;8;8;8;8;8
"Taulant";7;12;15;15;14;14
"Tay";5;6;10;14;17;20
"Tedej";11;11;11;11;11;11
"Tedi";5;5;5;5;5;5
"Tedo";8;8;8;8;7;7
"Tefik";11;12;14;11;10;10
"Tehvid";16;17;19;19;18;19
"Tei";-;-;-;-;5;7
"Tej";31;35;40;47;49;55
"Tejo";16;17;20;20;20;27
"Tenej";10;10;11;13;14;15
"Teo";425;486;522;583;633;684
"Teodor";351;357;370;376;389;410
"Teofil";5;5;5;5;5;-
"Tešo";6;6;6;6;6;6
"Teufik";39;38;39;41;38;37
"Tevž";170;203;220;245;273;304
"Tezej";-;-;-;5;5;5
"Theo";11;11;12;12;12;13
"Theodor";7;7;10;10;11;10
"Thomas";121;124;127;128;131;133
"Thor";-;5;5;5;6;6
"Tiam";-;-;-;5;7;9
"Tian";248;330;408;509;616;715
"Tias";-;-;-;-;-;6
"Tiberij";7;7;7;7;8;8
"Tibor";346;360;383;408;423;452
"Tien";-;-;6;7;9;10
"Tihomil";7;7;6;6;6;6
"Tihomir";174;175;184;177;181;183
"Tijan";71;95;119;149;170;195
"Til";40;46;47;53;58;62
"Tilen";3037;3159;3298;3430;3551;3653
"Tim";1858;1985;2111;2253;2406;2546
"Timej";18;20;24;27;29;30
"Timen";8;8;8;8;8;9
"Timi";162;169;174;185;193;200
"Timijan";5;6;6;7;7;7
"Timmy";8;8;8;8;8;8
"Timo";28;30;31;35;39;42
"Timon";152;172;187;204;212;216
"Timotei";10;11;11;13;12;12
"Timotej";1424;1496;1574;1630;1686;1732
"Timotej Tim";5;5;5;5;5;5
"Timothy";8;9;8;7;7;7
"Timy";-;-;5;5;5;6
"Tin";192;208;223;237;250;271
"Tine";1057;1104;1154;1208;1264;1315
"Tinej";15;22;29;38;46;51
"Tino";28;28;29;31;32;30
"Tio";7;9;9;9;12;13
"Tit";129;151;160;168;183;198
"Tito";5;7;7;8;11;12
"Tjan";86;102;116;128;144;157
"Tjaš";148;169;194;208;233;256
"Tjaž";120;127;144;157;173;194
"Tjuš";7;8;9;10;10;11
"Tobi";14;15;15;15;17;18
"Tobia";5;7;7;9;9;9
"Tobias";43;46;50;56;60;62
"Tobija";47;60;73;85;102;115
"Tobijas";-;-;5;5;5;6
"Tode";14;14;13;15;14;13
"Todor";63;62;64;62;63;62
"Tofik";7;6;7;7;7;7
"Tolja";-;5;6;6;6;6
"Tom";227;232;241;257;265;284
"Toma";32;32;30;31;30;32
"Tomas";151;159;165;174;177;183
"Tomaš";9;6;-;5;6;5
"Tomaž";11463;11484;11488;11502;11515;11491
"Tomaž Andrej";5;5;5;5;5;5
"Tomaž Janez";7;8;8;8;8;8
"Tome";21;22;19;20;20;20
"Tomi";500;513;527;544;551;563
"Tomica";24;26;30;28;26;33
"Tomislav";1509;1516;1509;1497;1493;1496
"Tommy";8;7;9;9;9;9
"Tomo";541;539;538;536;529;521
"Tomy";10;10;10;10;10;9
"Tomáš";-;-;-;5;6;5
"Tonèek";228;226;223;219;218;216
"Tonèi";15;15;15;15;15;14
"Tone";507;506;505;505;504;503
"Toni";475;489;496;502;519;522
"Tonko";5;6;6;6;6;6
"Tony";14;14;16;16;16;16
"Toplica";7;7;7;6;6;6
"Tor";-;-;-;-;5;5
"Toshe";-;-;8;10;14;13
"Tosja";8;11;11;14;15;19
"Toše";10;8;6;6;5;5
"Tošo";10;11;11;10;10;10
"Trajan";10;10;10;9;9;7
"Trajche";-;-;9;13;14;18
"Trajcho";-;-;-;5;-;6
"Trajèe";25;24;21;18;17;16
"Trajèo";16;13;11;10;9;8
"Trajko";15;14;14;15;14;14
"Trayche";-;-;-;5;8;11
"Tripun";-;-;-;-;5;-
"Tristan";134;174;195;226;258;295
"Tristjan";-;-;-;5;7;7
"Trivo";27;27;28;26;25;25
"Trivun";12;12;12;12;11;13
"Trojan";5;5;5;5;5;5
"Tudor";5;-;-;-;5;-
"Tufik";10;9;10;8;8;7
"Tugo";5;5;5;5;5;5
"Tugomer";5;5;5;5;5;5
"Tugomir";31;31;31;31;31;30
"Tunjo";8;8;8;8;8;8
"Ty";-;-;-;5;6;6
"Udo";6;5;5;5;-;5
"Uglješa";5;6;5;5;5;5
"Ugo";19;19;19;19;17;17
"Ujup";5;5;5;5;-;-
"Uka";-;-;5;-;-;-
"Uke";6;7;6;5;6;5
"Umbert";12;13;13;12;11;11
"Umberto";7;6;6;5;6;6
"Uran";-;-;5;5;5;5
"Urban";2371;2477;2570;2656;2749;2839
"Urh";415;447;473;498;520;551
"Urim";29;31;29;25;27;27
"Uroš";6962;6989;7010;7031;7038;7039
"Urs";-;-;-;-;-;5
"Uzeir";11;11;11;11;13;13
"Uzejir";7;7;7;7;6;6
"Uzejr";6;7;7;7;6;6
"Vaclav";13;12;12;13;12;12
"Vadim";8;7;10;9;10;10
"Vahdet";8;7;11;9;9;8
"Vahid";120;123;128;127;126;125
"Vahidin";30;25;32;32;31;29
"Vait";7;7;5;5;5;5
"Vajo";5;5;5;5;5;-
"Val";246;312;374;455;539;632
"Valbon";-;-;-;5;-;-
"Valdemar";5;5;5;5;5;5
"Valdet";21;23;25;26;26;28
"Valdi";32;31;31;31;31;31
"Valdrin";-;-;6;6;7;7
"Valent";56;53;50;49;51;51
"Valentin";1507;1475;1453;1436;1415;1405
"Valentin Zdravko";33;33;33;31;30;30
"Valentino";46;50;56;57;62;67
"Valerij";51;51;49;48;48;48
"Valerijan";21;21;21;19;19;19
"Valerio";6;6;6;5;6;7
"Vall";11;12;12;12;13;13
"Valmir";17;20;26;24;25;25
"Valon";54;74;88;84;80;83
"Valter";1018;1009;1005;998;995;992
"Valton";6;8;9;11;10;11
"Van";15;18;20;20;23;24
"Vanche";-;-;-;-;-;5
"Vancho";-;12;16;19;29;40
"Vanè";-;-;-;-;5;5
"Vanèe";5;-;5;-;-;-
"Vanèo";56;51;52;46;39;33
"Vane";28;34;37;42;43;43
"Vanek";7;7;7;7;7;7
"Vanes";6;7;7;6;6;6
"Vanja";173;182;189;196;199;190
"Vanjo";19;19;19;19;19;19
"Vase";17;17;21;18;17;21
"Vasil";28;29;30;28;30;30
"Vasile";-;-;5;5;5;7
"Vasilij";121;122;122;124;125;128
"Vasilija";13;13;12;12;12;12
"Vasilije";46;48;50;48;50;50
"Vasilj";10;9;9;9;9;9
"Vasja";559;566;582;591;595;612
"Vasjan";13;13;13;13;13;13
"Vasko";33;33;38;37;36;39
"Vaskrsija";26;25;25;25;24;23
"Vaso";71;69;70;68;68;69
"Vasyl";27;25;29;27;24;25
"Vatroslav";6;6;6;6;6;7
"Vebi";14;14;13;14;14;14
"Vebija";9;9;8;8;8;9
"Vedad";7;8;11;12;13;17
"Vedat";10;8;14;12;13;13
"Vedran";110;110;120;122;126;128
"Vehab";6;8;8;8;6;7
"Vehbi";19;17;18;18;16;16
"Vehbija";21;21;23;21;21;21
"Vehid";55;55;63;59;61;58
"Vejsel";5;5;5;5;5;5
"Vejsil";15;15;13;14;14;14
"Vekoslav";264;256;255;252;252;246
"Velaga";9;6;7;8;8;8
"Veldin";5;5;6;7;9;10
"Velemir";31;33;34;33;33;33
"Veli";17;18;20;20;22;20
"Velibor";95;90;94;87;94;94
"Velièko";5;5;6;6;6;6
"Velid";43;40;45;44;44;44
"Velija";9;8;9;8;7;8
"Velimir";197;197;198;193;195;199
"Veliša";5;5;6;6;6;6
"Velizar";7;5;6;6;6;7
"Veljko";215;215;215;219;220;224
"Velko";23;24;24;25;25;25
"Ven";5;6;6;6;6;7
"Vencel";16;16;16;16;16;15
"Vencelj";18;18;18;17;17;17
"Venceslav";204;196;189;184;174;169
"Vencl";5;5;5;5;5;5
"Venco";10;12;14;12;13;11
"Venèeslav";406;398;390;381;368;363
"Vendel";33;31;31;31;30;29
"Venhar";-;-;-;5;5;-
"Venko";6;6;8;6;6;7
"Veno";24;27;29;34;34;37
"Ventso";-;-;-;-;-;5
"Veprim";-;-;-;-;-;5
"Verner";22;21;21;21;21;22
"Vernes";22;21;25;25;23;21
"Veroljub";7;7;9;9;9;9
"Veron";6;6;6;6;7;7
"Vesel";22;21;23;20;21;19
"Veselin";47;44;47;46;48;47
"Veseljko";31;34;35;35;33;34
"Veselko";45;40;43;42;42;42
"Vesko";9;8;8;8;9;9
"Veso";6;6;6;6;6;6
"Veton";20;23;23;22;23;22
"Viacheslav";-;-;-;-;-;5
"Vicko";7;8;8;8;8;7
"Victor";12;16;16;18;17;17
"Vid";2087;2242;2377;2524;2690;2835
"Vidak";6;6;7;7;7;7
"Vidan";6;5;7;7;6;5
"Vide";11;11;11;11;11;11
"Vidko";32;30;29;28;28;27
"Vido";80;80;79;78;77;76
"Vidoje";16;17;16;16;16;16
"Vidomir";8;8;9;9;9;8
"Vidosav";16;16;16;15;14;13
"Vidoslav";6;8;8;8;8;7
"Vik";5;7;7;7;7;7
"Viki";33;33;33;33;33;33
"Viko";12;12;12;12;12;12
"Viktor";3314;3224;3166;3086;3021;2957
"Viktorin";8;7;7;7;7;7
"Vildan";6;7;10;12;14;14
"Vilhelm";15;15;15;15;15;15
"Vili";575;572;569;568;566;566
"Viliam";7;6;6;5;6;7
"Vilibald";180;179;169;164;162;154
"Vilijam";7;7;7;7;7;7
"Vilijan";6;6;6;6;6;6
"Vilijem";41;42;42;42;42;42
"Vilim";45;43;43;43;40;39
"Viljam";10;10;9;10;10;11
"Viljan";29;29;29;29;29;29
"Viljem";1762;1740;1716;1679;1639;1596
"Vilko";404;399;399;393;389;385
"Vincenc";1760;1709;1644;1593;1538;1473
"Vincenc Jožef";5;5;5;5;5;5
"Vincencij";527;506;477;456;418;398
"Vincent";9;11;9;11;12;14
"Vinko";3422;3349;3293;3234;3178;3129
"Vinko Marjan";5;5;5;5;5;5
"Virgil";5;5;6;6;5;5
"Virgilij";27;26;24;24;24;24
"Visar";33;35;45;40;37;40
"Vit";17;17;19;21;22;25
"Vital";47;48;52;51;52;51
"Vitalij";5;5;-;-;-;5
"Vitaliy";7;6;7;6;6;5
"Vitan";34;40;53;66;86;101
"Vitja";38;39;42;43;46;54
"Vitjan";24;25;28;29;30;32
"Vitko";57;57;57;57;58;56
"Vito";537;560;593;629;669;721
"Vitodrag";17;17;17;17;17;17
"Vitomil";10;10;11;11;12;12
"Vitomir";300;300;297;294;292;294
"Vitoslav";19;19;19;19;19;19
"Vittorio";7;7;7;8;8;8
"Vjekoslav";194;188;191;181;180;170
"Vjeran";5;-;-;-;6;6
"Vlada";9;9;11;11;13;13
"Vladan";65;72;75;68;76;83
"Vlade";32;33;32;33;34;35
"Vladica";14;15;15;15;17;18
"Vladimir";5049;4975;4938;4854;4781;4703
"Vladimir Anton";5;5;5;5;5;-
"Vladimir Janez";5;5;-;-;-;-
"Vladimir Jožef";5;5;5;5;5;5
"Vladisav";5;5;5;5;5;5
"Vladislav";338;323;307;306;293;290
"Vladko";151;149;147;146;145;142
"Vlado";1314;1315;1315;1299;1294;1283
"Vlajko";17;17;18;18;18;18
"Vlastimir";44;43;42;42;43;40
"Vlasto";15;14;13;13;13;13
"Vlatko";63;67;62;63;66;68
"Vllaznim";-;6;8;8;7;8
"Voislav";10;10;10;11;11;11
"Voja";10;9;9;8;9;8
"Vojan";8;8;8;8;8;8
"Vojèo";6;7;7;6;6;-
"Vojeslav";9;9;8;7;7;7
"Vojimir";-;-;5;5;5;5
"Vojin";60;56;56;55;52;52
"Vojislav";193;188;189;187;188;185
"Vojkan";13;13;14;13;12;13
"Vojko";2065;2053;2045;2025;2008;1987
"Vojmir";63;60;60;59;58;56
"Vojo";43;45;44;42;41;41
"Vojteh";90;87;85;85;82;81
"Vojtek";5;-;-;-;-;-
"Volodymyr";20;15;20;21;23;24
"Voranc";23;32;46;54;72;80
"Vujadin";26;26;29;31;31;31
"Vujica";7;5;5;5;5;5
"Vujo";9;9;10;9;9;9
"Vuk";16;16;23;27;28;30
"Vukadin";12;13;12;13;14;14
"Vukan";5;5;5;5;5;5
"Vukašin";52;52;52;52;53;54
"Vukoje";5;-;5;5;5;5
"Vukomir";5;5;5;5;5;5
"Vukosav";10;10;10;9;7;6
"Vullnet";-;-;-;-;-;5
"Vulnet";6;8;6;6;8;9
"Zafir";6;6;6;6;6;6
"Zahid";86;80;86;85;84;86
"Zahir";23;20;26;24;24;25
"Zaim";85;84;85;85;83;82
"Zajim";38;37;39;38;37;39
"Zak";7;7;7;11;12;14
"Zakir";13;13;13;12;12;12
"Zal";16;23;24;25;30;31
"Zan";5;5;5;6;7;7
"Zarif";32;34;34;34;33;33
"Zarije";-;5;5;-;-;-
"Zarjo";5;5;5;5;5;5
"Zarko";5;-;-;-;-;-
"Zaviša";6;5;5;6;7;7
"Zdenko";1283;1276;1267;1256;1249;1238
"Zdravko";2750;2726;2703;2670;2639;2606
"Zdravko Valentin";15;14;13;12;12;12
"Zedin";-;6;5;-;-;-
"Zehrudin";37;34;41;44;38;40
"Zejnil";9;8;8;8;8;7
"Zejnula";-;5;5;5;-;-
"Zekerija";9;8;8;8;8;8
"Zekerijah";5;7;7;8;7;5
"Zekir";14;13;13;10;9;8
"Zekirija";5;-;5;5;5;5
"Zemir";29;30;31;28;32;30
"Zemri";8;9;9;9;9;9
"Zen";-;-;-;5;6;5
"Zenel";24;24;22;26;24;23
"Zeni";5;6;6;6;6;6
"Zeno";6;7;7;7;7;7
"Zenun";6;6;7;7;8;7
"Zeæir";13;9;10;9;7;7
"Zeqir";20;26;27;28;27;27
"Zhan";-;-;-;-;-;5
"Zharko";5;-;-;-;6;-
"Zhivko";6;7;14;13;16;18
"Ziad";-;-;-;5;5;5
"Ziber";8;7;-;6;5;5
"Zihnija";12;8;8;10;10;9
"Zija";7;5;5;6;5;-
"Zijad";224;227;246;242;242;242
"Zijadin";5;-;-;5;5;5
"Zijo";6;5;6;7;8;8
"Zikret";47;42;43;44;43;43
"Zikrija";14;16;18;17;16;17
"Zilhad";12;13;15;16;16;16
"Zinaid";7;7;7;8;7;7
"Zinet";5;-;6;6;5;5
"Zirhad";6;-;6;6;6;-
"Zlatan";124;133;139;135;134;134
"Zlate";8;7;8;9;8;8
"Zlatibor";9;9;9;8;8;8
"Zlatko";2462;2462;2461;2433;2435;2410
"Zlato";26;26;26;26;25;26
"Zlatomir";20;18;18;17;16;16
"Zmago";298;298;294;293;289;287
"Zmagomir";10;10;10;10;10;10
"Zmagoslav";155;155;153;152;148;146
"Zoki";5;5;-;-;-;5
"Zoltan";130;127;127;121;118;118
"Zoltán";-;-;-;6;5;8
"Zoran";3794;3794;3877;3834;3830;3856
"Zorancho";-;-;5;7;10;11
"Zoranèo";15;13;14;12;9;9
"Zore";6;7;6;6;6;5
"Zorislav";16;15;15;13;13;12
"Zorko";124;123;121;118;116;116
"Zoro";11;10;10;10;9;9
"Zsolt";7;8;8;7;7;8
"Zuhdija";183;187;191;191;186;183
"Zulfi";5;-;-;-;5;5
"Zulfo";5;-;6;6;7;6
"Zumret";-;-;5;-;-;-
"Zvezdan";105;104;107;107;107;106
"Zvjezdan";5;5;5;5;5;5
"Zvone";112;110;111;112;113;113
"Zvonimir";653;636;632;622;615;604
"Zvonimir Anton";7;7;7;7;7;6
"Zvonko";2774;2748;2733;2717;2691;2673
"Zvonko Anton";8;7;7;7;7;7
"Zymer";14;15;14;13;13;13
"Žak";231;252;274;300;323;357
"Žan";4584;4832;5072;5303;5550;5766
"Žan Jan";7;6;6;6;6;6
"Žan Luka";82;89;98;104;114;127
"Žan Mark";16;16;18;19;22;26
"Žan Martin";-;-;-;-;5;5
"Žan Žak";8;9;9;9;9;9
"Žane";26;26;26;26;26;27
"Žanej";-;-;5;6;6;8
"Žani";18;19;19;19;18;18
"Žanluka";-;-;-;-;-;5
"Žare";7;8;8;7;7;8
"Žarko";648;646;650;650;639;632
"Žaro";6;6;6;6;6;6
"Želimir";60;60;66;64;65;67
"Željan";5;5;6;6;7;7
"Željko";1759;1771;1821;1806;1799;1816
"Željomir";5;-;5;-;-;5
"Želko";24;23;23;22;22;22
"Žiga";5687;5939;6158;6408;6638;6826
"Žika";11;12;13;12;11;12
"Žiko";11;11;12;10;10;10
"Živadin";12;13;13;12;12;12
"Živan";47;45;47;49;50;48
"Živko";338;330;335;319;311;311
"Živojin";88;86;88;85;86;83
"Živorad";68;65;66;66;64;65
"Života";20;18;17;17;15;15
"Walter";40;43;45;49;49;46
"Æamil";64;59;61;59;59;55
"Qamil";16;18;22;20;20;20
"Ðani";24;25;26;26;26;26
"Yannick";-;-;5;5;5;5
"Yaroslav";6;-;6;7;6;9
"Æazim";88;90;91;86;83;83
"Qazim";17;22;22;19;21;21
"Wei";-;-;5;9;8;6
"Qemajl";6;8;9;9;10;11
"Æemal";7;6;5;5;5;5
"Ðemal";22;24;24;29;30;29
"Qemal";-;-;5;-;5;6
"Ðemil";-;-;5;5;5;5
"Ðenan";-;-;-;-;5;5
"Qendrim";15;17;22;21;21;22
"Æerim";10;9;11;9;10;10
"Qerim";18;17;17;14;14;14
"Werner";17;20;20;19;19;20
"Ðerð";6;5;6;5;-;-
"Ðevad";37;36;42;39;41;42
"Xhafer";16;17;19;18;19;20
"Xhavit";31;35;43;40;42;42
"Xheladin";13;13;11;13;11;12
"Xhelal";14;12;21;17;19;19
"Xhelil";7;8;8;8;7;6
"Xhemail";6;5;7;-;-;-
"Xhemajl";20;22;24;24;23;25
"Xhemajli";8;-;6;6;7;7
"Xhemal";-;-;5;-;-;-
"Xheme";-;-;5;5;5;-
"Xhevat";32;33;32;23;22;25
"Xhevdet";25;27;30;28;33;36
"Xhevxhet";5;5;6;5;5;5
"Xiaowei";5;-;6;6;6;6
"William";9;8;9;9;9;12
"Ðino";17;17;16;16;16;16
"Ylber";12;11;16;15;17;18
"Ylli";-;-;-;-;-;7
"Ðoko";20;21;22;22;22;23
"Wolfgang";12;12;13;13;12;12
"Yonche";-;-;-;-;-;6
"Yong";-;-;-;5;5;6
"Ðoni";10;9;9;9;9;7
"Ðorða";7;8;7;7;6;6
"Ðorðe";139;142;159;163;167;179
"Ðorði";8;8;7;7;6;6
"Ðorðija";9;8;9;9;9;9
"Ðorðije";5;5;6;7;5;5
"Ðorðo";69;70;72;69;67;67
"Yovan";-;-;-;5;5;5
"Árpád";-;8;8;8;8;8
"Ðulaga";27;28;27;27;25;23
"Ðura";8;9;7;7;6;6
"Ðurað";29;29;26;28;29;30
"Ðurica";8;7;8;8;9;9
"Yuriy";9;11;10;11;11;11
"Ðuro";201;200;203;202;201;197
"Yury";-;-;5;6;6;10
